720261.25,952808.5,1.0405675e6,8.0,19.0,16660.5,2488.25,19022.0,48143.25,52.75,838.5,2641.25,32.75,83.0,144.25,17.0,34.0,57.25,18.0,27.0,56.0,9.0,13.5,18.0
737329.0,962398.5,1.04681775e6,8.0,19.0,17839.75,2620.25,20221.5,51079.75,53.5,862.0,2742.75,32.75,83.5,145.5,17.0,34.5,57.25,18.0,27.0,56.0,9.0,13.5,18.0
754005.25,971703.0,1.05277225e6,8.0,19.0,19059.25,2762.75,21425.0,54257.75,53.5,901.0,2844.75,32.75,84.0,146.0,17.0,34.5,57.25,18.0,27.0,56.0,9.0,13.5,18.0
770461.25,980564.0,1.05842975e6,8.0,19.0,20341.0,2914.75,22752.5,57557.25,53.5,930.5,2956.25,32.75,84.5,146.75,17.0,34.5,57.25,18.0,27.0,56.25,9.0,13.5,18.0
786275.0,989059.0,1.06373725e6,8.0,19.0,21713.5,3075.5,24170.0,61088.0,53.5,958.5,3068.25,32.75,84.5,149.25,17.0,34.5,57.25,18.0,27.0,56.25,9.0,13.5,18.0
801785.25,997123.0,1.0687855e6,8.0,19.0,23259.25,3281.75,25683.5,64826.5,53.5,988.5,3182.25,32.75,84.5,149.5,17.0,34.5,57.25,18.0,27.0,56.25,9.0,13.5,18.0
816633.75,1.004982e6,1.07373e6,8.0,19.0,24775.0,3503.25,27274.5,68704.0,53.5,1022.0,3289.5,32.75,85.0,150.75,17.0,34.5,57.25,18.0,27.0,57.0,9.0,13.5,18.0
831097.5,1.012516e6,1.078805e6,8.0,19.0,26509.75,3701.5,28989.0,72748.25,53.5,1060.5,3411.25,32.75,86.0,155.75,17.0,34.5,57.25,18.0,27.0,57.25,9.0,13.5,18.0
845200.5,1.0197965e6,1.08353575e6,8.0,19.0,27988.25,3937.0,30749.5,77049.0,53.5,1092.0,3540.5,32.75,86.0,158.25,17.0,34.5,57.25,18.0,27.0,57.25,9.0,13.5,18.0
858775.25,1.0266275e6,1.08806875e6,8.0,19.0,29722.0,4183.0,32617.5,81477.25,53.5,1120.5,3665.75,32.75,86.5,162.25,17.0,34.5,57.25,18.0,27.0,57.25,9.0,13.5,18.0
